Tweet ID	Tweet	(1) Very Negative	(2) Negative	(3) Neutral	(4) Positive	(5) Strongly Positive	NA	Score (unrounded)	Score (rounded)
733707267548254208	Watching avatar in AP US like grown adults	0	0	5	2	0	0	3	3
904868149979435009	Few things me off more than seeing a billboard that reads, 'Diversity is code for white genocide' every time I drive to school.	2	4	1	0	0	0	2	2
78247652688535552	<USER> girl you mean business	0	1	2	4	0	0	4	4
536327037288325121	What the was that intermission number all about?!? Kala ko ba boxing ito, bakit parang naging Showtime?!??	1	3	2	0	0	0	2.1666666666666665	2
288435178643267584	Finally got some FOOD after 2 days of not eating I'm rey smash !! Sincerely, a very happy hungry #Fatgirl	0	0	0	5	2	0	4	4
507575928965169152	<USER> I hope not! if so that is so unfair!	0	7	0	0	0	0	2	2
317784640062644224	<USER> If you wanna make the world A better place, Take a look at yourself And make a change, #thingsjamessays	0	1	1	4	1	0	4	4
756152098434056192	sprint is the slowest store ever sprint	2	5	0	0	0	0	2	2
809426151235928064	<USER> WHAT IS IN THAT BAG!?	0	1	4	1	0	1	3	3
731152643356139520	bouta be no sleep shord now that he's in Korea	0	4	4	0	0	0	2	2
420017518661881856	UNC GET YOUR TOGETHER BECAUSE I AM LOSING MINE	1	6	1	0	0	0	2	2
875765734508552192	<USER> Because they're so addictive	0	1	4	3	0	0	3	3
3555814103	on the website <URL> so funny and so right up my alley	0	0	0	7	1	0	4	4
491543153804333057	I just realized I look pale as in the picture I just posted xD stupid lighting in my room haha.	0	4	3	1	0	0	2	2
378692839221108736	I just turned down a free Mountaineer football ticket because I'm working OT at work tonight. Ugh ... I'm a money hungry	0	4	4	0	0	0	2	2
336309220897083392	Pardon me.... While I park my tree.....#storms #kansascity #landscape #urban <USER> 41st and Warwick <URL>	0	1	5	2	0	0	3	3
371102805156569088	I guess I should let my friend see the apartment...I mean, he's moving soon...even though he's annoying and an to everyone...	0	6	2	0	0	0	2	2
769995713602326528	Every. Day. '...being talked down to &amp; having colleagues make comments about their appearances.' <URL>	1	7	0	0	0	0	2	2
421340007912071168	<USER> <USER> that toilet paper is so cheap its like john wayne it takes from no one!	0	5	2	1	0	0	2	2
134445028943736832	<USER> I just watched Dragon Age Redemption. It was awesome! U are 1 kick lady!	0	0	0	2	6	0	5	5
373346546567221248	<USER> lol you're such a	0	2	2	3	0	0	3.142857142857143	3
773038305898295296	*required to do one page of notes per chapter* *does 5* about how much work college is*	0	5	3	0	0	0	2	2
649938947921960960	<USER> you may have done a good thing.	0	0	0	8	0	0	4	4
941018258840399872	Holy this song is amazing. <URL>	0	0	0	3	5	0	5	5
925906352454688768	<USER> Wow, you are truly the who doesn't fall far from the hole, aren't you, entitled douchebag?	6	2	0	0	0	0	1	1
735667098043731968	you #nashville, you suck	1	7	0	0	0	0	2	2
430605922017099776	Cause if you're looking for heaven baby it sure as ain't me	0	5	3	0	0	0	2	2
420442230365495296	I fell... and I fell hard! #shouldnthave	1	5	1	1	0	0	2	2
367688229585444864	I'm listening to <URL> 12 without female vox by Unknown Artist #FreeMusic	0	0	8	0	0	0	3	3
877936593125875713	<USER> I've despised him before his treacherousness became national knowledge. that 2-faced racist clump of anal discharge.	8	0	0	0	0	0	1	1
567516645577719809	<USER> Kardashians! Smh	1	6	1	0	0	0	2	2
856723839748907008	<URL> yeah! New <USER>	0	0	1	4	2	1	4	4
455099629520945152	McMath is in beast mode! you Philly keeper.	0	0	2	4	2	0	4	4
2725013949	<USER> yeah! iLL proLLy be getting a used one too. I've been wanting a ninja forever. How much did your cLass cost?	0	0	6	2	0	0	3	3
589627055513403392	When complain to there mommies but reply to your posts lmao your pathetic go cry some more #thisistofunny	4	3	1	0	0	0	1	1
8966576370	<USER> <USER> Here I sit broken hearted, had to and only farted. &lt;---Aww this reminds me of my mom!	0	2	3	3	0	0	3.125	3
5452275029	10 Free Server & Network Monitoring Tools that Kick <URL>	0	0	3	5	0	0	4	4
723574929493516288	<USER> gonna keep an eye on the sf craigslist for you in the hopes of finding your you're a talented guy. best of luck	0	1	1	6	0	0	4	4
893210180871217154	Lit Drunk Makeup Challenge/ funny as SophiaBri: <URL> via <USER>	0	0	3	5	0	0	4	4
895831360090329088	Holy <URL>	0	0	4	2	0	2	3	3
490702142483595265	<USER> it's warpaint okay	0	0	6	2	0	0	3	3
893639805468200964	Dr Phil is a	0	2	5	0	0	0	3	3
415524256626122752	just a few days to go! Change a life and get a tax deduction at the same time! Donate a car today! <URL> #ofcc	0	0	0	4	3	0	4	4
235284352408354816	I really developed a fierce crush. My fate is doomed D:	0	4	0	3	0	0	2	2
617333523586936832	Happy 4th of July everyone.....kick <URL>	0	0	1	4	2	0	4	4
396008475127742464	I'm pretty sure this is cat for off lady... #halfmoonbay #morningwalk #orangecat <URL>	0	0	4	2	1	0	3	3
887726790327894017	<USER> Meh, on him.	0	6	1	0	0	0	2	2
938585411856855045	<URL> .... I wonder if it smells etymology?	0	4	3	0	0	0	2	2
715226844216303618	I with Chicago music lowkey	0	1	3	3	0	0	3.2857142857142856	3
156912715011588097	<USER> Just wanna say I LOVE you, and I re-activated my account just so I could tell you this ;D DON'T STOP MAKING VIDEOS.	0	0	0	1	6	0	5	5
429856924079628288	Texas Hippie Coalition - Off and Mad About It' Carved Records: <URL> via <USER>	0	4	4	0	0	0	2	2
13889889879	Told u i'd complain about t while we were out...he's being good now....so its all bettr no need 4 me 2	0	4	3	1	0	0	2	2
908770044141801473	'I don't believe in astrology. That is all Jesus'	0	4	3	1	0	0	2	2
529033186173784065	This that I work with yelled at me and said I was lazy and was so rude I'm not dealing with her anymore	2	6	0	0	0	0	2	2
494021290651426818	<USER> you	0	0	6	0	0	2	3	3
507387494758109186	I wish to sleep but lord I can't because I STILL can't sneeze	0	8	0	0	0	0	2	2
757794723750744064	God Sasha Banks and Charlotte tore it up on #Raw. Congrats Boss! <USER>	0	0	0	6	2	0	4	4
319674848571973632	I've been so tired here lately.	0	6	1	0	0	0	2	2
220766987238907904	I'm dippy for a reason!	0	3	1	3	0	0	3.0	3
815060106547232769	13 Ridiculous Facts About Poop That'll Make You Your Pants <USER> <URL>	0	1	3	3	0	0	3.2857142857142856	3
17308384634	<USER> I don't get why bravo only gave you 8 eps but Housewives of Crazytown get 47 of them injecting botox in their or whatever	0	5	2	0	0	0	2	2
469656207486377984	A new age has passed for me. I've moved on and left behind my care for old friends. your fake friends and stay loyal to your true ones.	0	3	1	3	0	0	3.0	3
275467472029757440	<USER> u probs don't even have to do anything out of the ordinary. Ur MC66	0	2	3	2	0	0	3.0	3
478981511262527489	<USER> oooohhh wee didd!!!!!! Crazyyyy	0	0	0	2	5	0	5	5
823981074246234113	<USER> why do you say that? Your not a 'Dumb	0	1	1	5	0	0	4	4
785900507239821312	*hears someone start talkin <URL>	0	0	5	2	0	0	3	3
389448643133984769	you fantasy opponent for nullifying both of Andy Dalton's tds by having green and Bernard	0	0	4	2	0	1	3	3
699069579461439488	<USER> <USER> <USER> He kicks EVERY season! #SuperStar #Phenom #Lip #JAW	0	1	3	2	2	0	3.625	4
749748665393287168	<USER> I bet you soaked a few t-shirts.	0	1	6	0	0	1	3	3
315609130087878657	<USER> I'm totally jellybeaning out up here in cold NYC!	0	3	3	1	0	0	2.7142857142857144	3
883069642977181697	<USER> True. shame raising a baby in that environment. The money won't save her. Poor baby.	0	7	1	0	0	0	2	2
432923748250177536	Mom calls and I don't answer all breaks loose. I call her 5 times and she doesn't answer or call back #mylife	0	7	1	0	0	0	2	2
932697700256100353	<USER> hey Heidi, #loseweightfast I serious	0	5	2	1	0	0	2	2
195220015430115328	Rumors? Impressive At least you're spreading something else besides your legs.'	5	1	0	2	0	0	1	1
321731668501225473	Well that was traumatic... Never going back to the doctors office again nurse thought she could just my finger like it's no big deal.	2	5	1	0	0	0	2	2
833854360723415041	<USER> I guess tod went back on his word for all the he got earlier when he said #simons2coolforthat	0	7	1	0	0	0	2	2
254422455391748096	Watching #taken again, I love this movie	0	0	1	4	3	0	4	4
749260571447439360	<USER> Lmao who wouldn't? But yeah, country music + shoddy drumming is a pretty way to greet the day	0	1	2	4	0	0	4	4
2105490042	Ha! Turning the b/f into a DMB fan! I'm good ; )	0	0	0	4	3	0	4	4
587405649979408385	The Hillary spot made me a bit teary. you Hillary Clinton, your happy inclusive upbeat America!	0	0	1	4	2	0	4	4
692430341945085956	Honestly who tf does this you're grown. <URL>	1	5	1	0	0	0	2	2
691121282847367168	*rumbling in the tailgate* me: what the was that? *dad smiles* me: what was that?? dad: my rocks my dad likes bringing rocks home.	0	0	3	4	0	0	4	4
928848642680803328	LCD Soundsystem. that was awesome. <URL>	0	0	0	4	3	0	4	4
920830893987528704	yeah! <URL>	0	0	0	2	5	0	5	5
567857812329488386	Dude had da right thing on his mind when he smashed Cruz races folks!	0	1	2	3	1	0	3.5714285714285716	4
330113643528200192	I need to know how to get followers XD any suggestions	0	0	7	1	0	0	3	3
685496612580421633	#GirlsBelike team Single... . you a Beast <URL>	0	0	4	4	0	0	3	3
800192054567510016	<USER> each other's guys but it's all good because 'mistakes' like that are forgiven within a day or two.'	0	1	2	5	0	0	4	4
197122415602569217	Whoa my spirit guides lurking in the window, never did I fit the frame invented by the	0	2	6	0	0	0	3	3
244131921985155072	AT WORK READY TO GET THA UP OUT OF HERE	0	3	4	1	0	0	3	3
648956292468346880	Un believable	0	2	6	0	0	0	3	3
851233139288674304	Cynthia knows well that would've been awkward af! #RHOA	0	2	5	0	1	0	3	3
483624526392344576	my looks so great in these new trousers like	0	0	1	4	3	0	4	4
465380698178998273	Physically I am hurting so bad but mentally I'm wired. I have to be at work in 9 hours, son of a	1	6	1	0	0	0	2	2
678256625602461696	<USER> thanks for sharing Foley, have a great Saturday :) (insight by <URL>	0	0	1	7	0	0	4	4
413559031358164992	<USER> They really tried to charge a niggga 800 $ for a plane ticket back to Cali ' that lol	0	7	1	0	0	0	2	2
75949504599302145	Tress: 'So this was a physical fight not a verbal fight? Oh #loveher	0	5	1	2	0	0	2	2
900411918028091392	<USER> I'd rather shell out boatloads of cash, and do it myself. #solesfordays	0	3	3	2	0	0	2.875	3
405054292786024448	I have resurrected Rocket' after my dream of everyone wearing my underwear was shattered! <URL>	0	3	2	3	0	0	3.0	3
540611858365825025	#PitMad The road to is paved with good intentions...and deadly family secrets. #R	0	4	2	1	1	0	2	2
187003871716057090	<USER> <USER> i'll give you whatever little sleep i get if it means u take the up acid trip holy thats scary dreams too	0	2	3	3	0	0	3.125	3
368988371021885441	<USER> okay really what the is going on in this picture?	0	3	5	0	0	0	3	3
937133785803395072	<USER> It WAS intolerable...and how the are you getting to ninety trillion under Trump?	3	5	0	0	0	0	2	2
450805020804788225	Oh my god that was The show ended where it began! What the	0	2	4	1	0	0	3	3
705201798202589186	Dlisted | Hot Of The Day! <URL> <URL>	0	1	2	4	0	0	4	4
743298936228610048	u	0	0	5	0	0	2	3	3
2480620935	<USER> holy dude! no, i didn't hear about that.. i hope nothing of too much value/sentiment was taken	0	5	2	0	0	0	2	2
757293329054855168	Highly recommend <USER> Innovation Through Visualization workshop. He's talented, energetic, and funny as #AtlantaVis	0	0	1	3	3	0	4.285714285714286	4
822301311064481792	There's a special place in for those who create spambots.	0	6	0	1	0	0	2	2
9069372199	<USER> he never knows what he's doing!	0	5	1	1	0	0	2	2
664546799135293442	I swear I have the most up dreams during my power naps	0	1	2	3	0	0	3.3333333333333335	3
9276446795	Hi hi off to the gym I go...	0	0	4	4	0	0	3	3
848908223113461761	<USER> <USER> I heard that in her voice! It's all going on the list, Andraste judges you all. She... <URL>	0	4	3	0	1	0	2	2
879884932121849856	#TodayInTVhistory (06/27/1965) Daily #music program, #WhereTheActionIs, created by Clark, premieres on #ABC. ...... <URL>	0	0	8	0	0	0	3	3
935423159276396544	Well you only need one kidney to live <URL>	0	1	5	2	0	0	3	3
354295880393822208	Who u who u is!!	0	1	4	2	0	1	3	3
15345673570	What the does this mean????? 'wats gudeit u ma i was wondering could i getto know u maybe kal u sometimes'	0	5	3	0	0	0	2	2
477857055672266752	'My kids will be going to boss classes at the age of 3' <USER>	0	0	5	2	1	0	3	3
698688220041601024	<USER> I wonder if you'd be interseted in reviewing my novel Saga Terra: Odysseus, a talking animal story like Redwall.	0	0	6	2	0	0	3	3
23082753328	Vatican says stoning in Iran adultery case is brutal. How does that make headlines? That's a no headline.	0	7	1	0	0	0	2	2
761392407933882368	<USER> oh naw #shotsfired	0	5	3	0	0	0	2	2
425174012377845760	<USER> I hope I randomly get super hot in the next year or two and everyone is just like 'oh If only that were possible..	0	0	2	5	1	0	4	4
312704039026581504	#ambertonn to stuck up her bf;s nowawadays guess family means something to me and me only in this squad	0	4	3	1	0	0	2	2
473330515106213888	Time for Kick	0	0	5	1	0	2	3	3
573318577303904256	<USER> You are a	0	0	6	0	0	2	3	3
200420496439918592	<USER> I have to clear some more of my phone first.... keeps telling me I have low space	0	1	7	0	0	0	3	3
756247747792146432	I do not have any patience when it comes to traffic and dumb that cut me off	0	8	0	0	0	0	2	2
595072372488572928	<USER> <USER> The only place he was accepted to was	0	1	5	0	0	2	3	3
815014901139775493	haven't taken my medication in 2 days mayb that's why im depressed	2	6	0	0	0	0	2	2
896405974684233728	<USER> Binks is a rockstar. He should get to in peace.	0	0	2	5	1	0	4	4
420374808044765184	Someone told the Cold Miser about global warming and now he's	0	1	6	0	0	1	3	3
416730171404599296	'Team no and we still pull' <USER> come back into my life boyfriend	0	0	6	2	0	0	3	3
378342847793360896	The Simpsons - Donut #AppTrailers - 0 likes: <URL>	0	1	7	0	0	0	3	3
923958423095533568	That wasn't the first time. They could've lived but my household ain't I'm not growing anything else until I get my own home ;(	0	8	0	0	0	0	2	2
800025834572681217	Officially advocating for renaming LSUs Tiger Walk the Prance	0	2	4	2	0	0	3	3
922556894165852165	Things I was NOT expecting from Shadow of War: The OUTSTANDING plot execution of Act 3. No spoilers but holy	0	0	1	6	1	0	4	4
464039216477782016	Umm so my twitter really needs to stop following random people without my consent. The I look like following some of these folk?!	0	7	1	0	0	0	2	2
909493748048031746	Travis Kelce is straight up a	0	2	6	0	0	0	3	3
934953029110988800	60 minutes can go straight to over their #Syria framing.	1	5	1	0	0	0	2	2
309326005582057474	I might still have to go to work today.... Out malls are slacking....	0	4	3	0	0	0	2	2
277953328942555136	I'm officially unfriending people on Facebook that talk about 'God' and 'Christ' and 'Prayers' in every post. #KeepReligionToYourself	0	7	0	0	0	0	2	2
940454457464246274	OH MY GOD. She really said she can't be anti-Semitic because they have a Jewish attorney. her. her husban... <URL>	1	3	3	0	0	0	2.2857142857142856	2
337015445884387329	<USER> ....what	0	0	6	0	0	1	3	3
605840377472425984	<USER> exactly, so you should come back to California where lame like that doesn't exist	0	6	0	1	0	0	2	2
858935362952941568	well that hurt	0	6	1	0	0	0	2	2
289823669797154817	Don't marry him. He's a #days	1	5	1	0	0	0	2	2
522200288883900418	<USER> <USER> -- this guy's good.	0	0	0	6	1	0	4	4
631169796923596800	<USER> they don't hate you they most likely miss the outta you like I do	0	0	3	4	0	0	4	4
125083637254328320	There's coyotes outside my bedroom O_o I know I basically live in the middle of a forest, but this is a first.	0	3	4	0	0	0	3	3
799429587604307971	<USER> We're just in a rebound now bruh	0	2	3	2	0	0	3.0	3
641623530354946048	'Love will you up more than drugs ever will.' - The Weeknd (via itcuddles) <URL>	0	2	4	1	0	0	3	3
540920213538349056	Here Is Another Dress That We Are Selling For $39.00 We Want You To Have A Merry Christmas And We <URL>	0	0	4	2	0	1	3	3
865384072293560320	Drinking a Yankee IPA by <USER> - <URL>	0	0	4	3	0	0	3	3
146299589157335041	<USER> just saw a 'great' sweater at Barrel	0	0	2	5	0	0	4	4
340252186464354305	<USER> Boy shut up, I wear heels bigger than your <USER> all you!	1	5	1	0	0	0	2	2
475572229682765824	Again I must ask, why are bike races so early?	0	4	3	0	0	0	2	2
86777083124125696	<USER> Haha, did I say that during GTA: Miami Vice? I still say that. IT'S ALWAYS MY TURN!	0	0	2	4	1	0	4	4
497375832634306560	These 7 Charts Show Why the Rent Is Too High <URL>	0	3	5	0	0	0	3	3
28960246692	Those who can, do.....and those who can&#39;t, about those who can and do! :-)&quot;	0	1	6	1	0	0	3	3
816783490352091136	Burnt the out my finger at work smh my head is not in the game	0	7	1	0	0	0	2	2
491042492029345792	<USER> <USER> yeah way to go guys	0	0	1	7	0	0	4	4
657376704105611264	Bonnie is scary. Who can cry like THIS on cue, while lying her off...? #HTGAWM	2	4	2	0	0	0	2	2
391934670121615361	there is always a little 'go yourself' in every 'whatever.'	0	4	3	1	0	0	2	2
561791035957735425	<USER> I saw the slum village Crew and still with me bro	0	3	5	0	0	0	3	3
813500612029583364	I once got cursed out by a so-called friend for moving 20 minutes away. Had another get mad about calling them out on on Facebook.	0	7	1	0	0	0	2	2
476026884233646080	I hate when people in the cancer center reek of cigarettes like you know where you are right ?! assholes	4	3	1	0	0	0	1	1
886085137322004481	bro I'm cryin like but I took a selfie of me shedding a tear LMAOOOOOOOOOO	0	2	3	3	0	0	3.125	3
59641655183155200	still searching for them house cleaning fairies lil bastards are slacking on the job big time	2	4	1	1	0	0	2	2
549115382812782592	in Business (Parody of All About That Bass): <URL> via <USER>	0	0	6	2	0	0	3	3
8308620571709440	Home sweet home. Great time with family and yummy dinner at The Barrel on the way back. Now for a little peace and quiet...	0	1	1	2	4	0	5	5
898368858301632512	<USER> you are	0	1	6	0	0	1	3	3
925445812343201794	<USER> <USER> Exactly id take some actual respect from society over some reperations. And all the other s... <URL>	0	3	3	2	0	0	2.875	3
878864017921499136	<USER> Are you kidding me? Your entire account is hate + + immaturity. Get a life, quit b... <URL>	4	3	1	0	0	0	1	1
685997935293677568	<USER> fescoe* auto correct!	0	1	4	2	0	1	3	3
934561427926540289	Last night I got too excited and hungry after work to eat my thanksgiving leftover sandwich that I burned the <URL>	0	4	3	0	0	0	2	2
579911011488026624	Wait, <USER> is the 1st Official candidate? WTF?! Haven't I been posting #Timmie2016 for months now?!	0	5	2	0	0	0	2	2
568935175587016704	<USER> I hate you but I like all your pictures bc you're pretty but you're a so f you don't look at me in public	2	3	2	0	0	0	2.0	2
254326751558246400	you <USER> Im famous as ! <URL>	0	1	4	2	0	0	3	3
229638719798394880	<USER> what the is a shock and horror onion?	0	1	6	0	0	0	3	3
653706228095254528	<USER> They mean asf I would be like u knw u saw me u	0	1	4	1	0	1	3	3
408224026570416130	<USER> Loved you in Blood Vows. Hot you were a hot mobster in that movie:)	0	0	0	6	1	0	4	4
264900739661455360	I played the on Wheels Which Character Are You? game and I'm Lily Bell. Find out who you'd be: <URL>	0	0	6	1	0	0	3	3
838576650006769664	Late start. cable. Here we go! #TWD #TheWalkingDead <USER> <USER>	0	0	2	4	1	0	4	4
549382810822508544	Dobby's death gets me. Every. Time. #HarryPotterForever	0	3	3	1	0	0	2.7142857142857144	3
728213895295455232	Bernie was fighting for equal rights while Trump was too busy stuck up his own and going bankrupt	0	6	0	1	0	0	2	2
648235725222100992	<USER> you have the worst admitting/attending hospitalists. Sickle cell patients get treated like If I die 2day after that bs!	2	4	0	1	0	0	2	2
508070940782391296	There are some good-lookin' Irish lads here!	0	0	0	4	3	0	4	4
605693347848704000	please I be at none <URL>	0	1	5	0	0	1	3	3
939129910706278404	<USER> you, too. at the end of the day, we both care for the lgbtq comm and we kno the gov did dirty to destroy it	0	6	1	0	0	0	2	2
470764914718818304	#yesallwomen because in 2014 non-straight women are STILL being told they just need to 'find the right man,' or get the 'right way.'	1	3	1	2	0	0	2.5714285714285716	3
569725993868337152	<USER> that's a difficult question. I liked both growing up.	0	0	4	3	0	0	3	3
592183932793257984	<USER> <USER> since you're so far up his you'll know he asked to be addressed with male pronouns until further notice	1	5	1	0	0	0	2	2
650153971940659201	off	0	1	4	0	0	2	3	3
864234883819991043	<USER> So she's basically prostituting herself to the Cheeto Grabber?	1	6	0	0	0	1	2	2
347991989901475840	<USER> what happens in jail stays in jail. Except for herpes. That come back with you.	0	7	0	0	0	1	2	2
504765814172839936	<USER> <USER> hope both of you guys are all okay. It's so up that someone swatted you guys,	0	2	3	3	0	0	3.125	3
493271505850368000	oh ok crissie..I see how you are!! NOW ITS ON IM GONA HAUNT YOU 'FOREVER'!! YOU TO TAMMY...:) <URL>	2	3	0	2	0	0	2.2857142857142856	2
890819665072594944	No I don't with no hoes only princess now	0	4	2	1	0	1	2	2
796178918197891073	Holy This election is really close #ElectionNight #Elections2016	0	0	7	1	0	0	3	3
17974762298	Ahh roadtrip from but I finally made it!	0	1	1	4	2	0	4	4
853934763	Mixing all the flavors together at the drink fountain was a good idea when I was 8. Now it just makes a drink.	0	2	4	2	0	0	3	3
405850534139420673	U cant be annoying &amp; ugly pick a struggle	2	4	1	0	0	1	2	2
230041587160334336	<USER> Ne straight with me, up front and honest and I will be pleasant and nice. Screw with me and meet the	0	5	3	0	0	0	2	2
265263114080092161	<USER> <USER> So butthurt, the better team won, the worse teams lost, get the over it you crybaby jesus.	2	4	1	1	0	0	2	2
648811713299615744	<USER> Shin'ichi: do not think about your and her hand do not--crap	0	4	1	0	0	3	2	2
636722469324374016	My goal is to play my pianos so softly that the committee won't be able to hear me through the barrier and the acoustics in LAT	0	0	5	3	0	0	3	3
620665909380804608	Another Day Forward: Queens v/s <URL>	1	0	4	2	0	1	3	3
121054748077076481	<USER> #Raw why is sin cara still here he lost shouldnt he leave or something	0	4	4	0	0	0	2	2
940077514927456263	This such bull! Tell me if the roles were reversed she'd walk with 'strict probation'....this SHOULD be do... <URL>	4	4	0	0	0	0	1	1
474027012143595520	So bored. All I do all day every day is sit at home with McKenna. I love her but I'm losing it.	0	5	3	0	0	0	2	2
815432035145809923	2016 was the worst year for me, hands down, and the future freaks me out.	4	3	1	0	0	0	1	1
89685946366300162	Can't wait to see <USER> next week. Incredible show in BCN-probs gonna dance my off. Again.	0	0	2	3	3	0	4.125	4
240051015620104193	<USER> Has the tea party 'sold out' to the mainstream GOP? - <URL> Has CNN sold out America? yeah!	1	3	4	0	0	0	3	3
393766395718012929	<USER> :( that lady is a stupid	1	6	1	0	0	0	2	2
919327946632060928	Why does anyone pay any attention to this <URL>	0	6	2	0	0	0	2	2
522924980355751937	<USER> all of your women are trippin tonight!!!!!!!!!!!!!!	0	6	1	0	1	0	2	2
914210159672602625	<USER> <USER> baby is doing what he does best (and hiding out in his safe space like the he is).	0	4	4	0	0	0	2	2
296101761855389699	HOLY poor Narnia... The cat got her in the end... #RIP <USER> <USER> <USER>	0	4	4	0	0	0	2	2
405133357694341121	<USER> Either you with me 100% or don't with me at all #RealTalk'	0	7	0	1	0	0	2	2
479781629909807105	Yo , if this don't stop following me ...	0	6	2	0	0	0	2	2
490059457813303296	Even in my sleep I'm crazy so behave on these streets cuz I'll kill you. [?] ok have a good day y'all	2	4	1	1	0	0	2	2
287024963301568513	<USER>	0	0	5	0	0	3	3	3
915477214359146496	<USER> <USER> <USER> sugar-coated The nicest way he's going to do it is talk about somet... <URL>	0	2	1	4	0	0	4	4
709522935388581888	<USER> Yeah man, Dad gets to drive a tank with the gun off basically rolling through forests ripping up making fire breaks. Fun.	0	0	2	5	0	0	4	4
302058278496657408	Valentines day is a retarded holiday. If you actually care about someone show them that all the time, not just one day	3	3	1	0	0	0	1.7142857142857142	2
380801140218028032	I know my mic wasn't the best but I knew what I said god it. I just talked too fast that <USER> <URL>	0	3	4	0	0	0	3	3
742801545566298112	Your Prayers for Orlando' by <USER> <URL>	0	1	5	1	0	0	3	3
764590537517195265	The <USER> hate should stop immediately, its time to enjoy Monica, but before her Gigi wrote the story	0	4	3	0	0	0	2	2
1281888005	Sometimes teenagers really do scare the living out of me. I like them anyway	0	2	2	3	0	0	3.142857142857143	3
540290457956515840	hella mad that my episode stopped streaming due to my wifi connection	1	7	0	0	0	0	2	2
703794755067510784	They didn't laugh at my Olafola Daaling line. Wow thanks a lot, guys. Let's see how you like the show without a Ching to underappreciate.	1	6	1	0	0	0	2	2
112233517039104002	'Does that say life? Who would want that on their car?'- <USER> #SALTlife #northcarolinaproblems	0	6	2	0	0	0	2	2
4407405904	At the coors field stand - <URL>	0	0	5	2	1	0	3	3
492557387442954240	Shame. ...who eats tacos at 1:30am? Me....thats who. #I #can #do #that #skinny #girl #yep... <URL>	0	3	1	4	0	0	4	4
847892074120835076	This weather is the kind of negativity I try and keep out of my life I'm off	0	6	1	1	0	0	2	2
865735111509147649	<USER> *pulls him close against me, gripping onto his I just say, I am loving this outfit on you	0	0	1	5	2	0	4	4
880521842083201024	<USER> Im in the middle Do it for the 4th but don't over do it. Dont be a bout it	0	2	3	3	0	0	3.125	3
503666378860404736	My cat just ate 2 goldfish... yep, the kind (surreptitiously stuck her nose in my bowl!).	0	4	2	2	0	0	2	2
369818199422169088	finished Widow, Virgin, by Deanna Lynn Sletten and gave it 4 stars <URL>	0	1	1	4	1	0	4	4
526932877708390400	Friday can't come soon enough, haven't had a cut in months now gotta get fresh for j_cupcakes_04... <URL>	0	0	2	5	0	0	4	4
514934087820128256	<USER> <USER> <USER> <USER> So full of	0	4	3	0	0	0	2	2
712301373715521537	Hey #FDA why don't you smoke so pot and get the over yourselves. People love weed again, and you can't stop them. We WONT stop!	2	2	2	1	0	0	2.2857142857142856	2
463080134635819008	Scene: in a rush, just need coffee. Enter stage left: the with 'the list.' Yes, I cut in front of you! Common courtesy permits that.	0	4	3	0	0	0	2	2
697981137558220802	Then why if they aren't to big to fail or jail Then Why in the has Not 1, Not 1 wall street executive has not even SEEN AN INDICTMENT	0	8	0	0	0	0	2	2
550345886664884224	Sweat no sweat out weaves	0	1	4	2	0	1	3	3
248231075250327552	Inhale the good exhale the	0	0	2	5	1	0	4	4
195541977679405058	I haver done all day #pointless	0	5	3	0	0	0	2	2
575173040109133824	I liked a <USER> video from <USER> <URL> How To Be A	0	0	4	4	0	0	3	3
530739390373711872	<USER> it's not if it's true	0	1	6	1	0	0	3	3
416377373127241728	When your coworker rips one &amp; then you walk around the corner, he just grins &amp; says, #smh #notChristmascheer	0	3	2	3	0	0	3.0	3
916385575032279041	No BC, no abortions and no maternity care. the GOP.	0	6	2	0	0	0	2	2
709148508033568768	My mom keeps trying to give me drinking advice before I leave for #thanksfaith	0	2	4	2	0	0	3	3
88311440926195712	Casey Anthony is...not guilty of murder/child abuse... What the	1	6	1	0	0	0	2	2
336262561282547712	<USER> and what a very fine it is	0	0	2	6	0	0	4	4
666454424945090560	Now people are throwing at cops. IT'S HAPPENING! #Justice4Jamar dumbasses	2	5	0	1	0	0	2	2
866688765430857729	<USER> I'll be back in SD for a graduation, then off to Denver. Next time you're out hit me up.	0	0	3	5	0	0	4	4
884128244210991108	nvm he's still an <URL>	0	2	6	0	0	0	3	3
294544156120993793	homework. #timeconsuming	0	5	3	0	0	0	2	2
736688365911703552	<USER> straight!	0	0	4	3	1	0	3	3
191647729229893632	What the is going on in this #flyers game? #tense	0	5	3	0	0	0	2	2
419223614899384320	Does a whale in the ocean? Not if it's at sea world! #BMS #Thad	0	1	3	4	0	0	4	4
505635956993818624	I'm that girl that never the guy she wants. Idiot.	1	5	1	0	0	1	2	2
802610703597088768	Hah our old DC and Rb coach kicking villes	0	0	3	4	1	0	4	4
748040311264378881	<USER> how often do you get pics on snap to where you have to address it?	0	0	8	0	0	0	3	3
288097046173470720	Please support my friend Eric Miller's anthology Comes to Hollywood. <URL> It's a great read for horror fans.	0	0	2	4	2	0	4	4
220643377484529664	I dislike the heat sometimes because my attitude can be terrible. Pray for me yall. I KNOW I can't go to #staysaved	0	6	0	2	0	0	2	2
1092709735	wow...how can it possibly be 9:20 pm...where in the did this day go?	0	5	3	0	0	0	2	2
419550890329407488	The wife coined a new word: brath. It means extra wrath. #WordOfTheDay #Genius	0	0	3	4	1	0	4	4
