Tweet ID	Tweet	(1) Very Negative	(2) Negative	(3) Neutral	(4) Positive	(5) Strongly Positive	NA	Majority
24355484232	Yeah I watched the vmas. Baaadassss. Jackass 3D... Hellz to the yeah	0	1	1	3	3	0	2
410595072774656000	<USER> <USER> where do we preorder Starbomb? I gotta get on that shit! #weirdbuttstuff	0	1	2	5	0	0	4
266278501387218944	Heard some of my faves on the radio today: You and I-gaga, Ho Hey-Lumineers &amp; Home-Phillip Phillips #lovingit #middayroadtrip #foreveralone	0	1	2	5	0	0	4
543036557050265600	Dick Cheney would ever show a shred of conscience/remorse. People like him are the problem with government these days. #cheneywarcriminal	1	6	1	0	0	0	2
312889689508032512	Dealing with a stubborn person today might make you realize ho... More for Scorpio <URL>	0	3	5	0	0	0	3
818984067022495744	Come PUSSY GRABBER voters...why so silent? We should remove every single one of you from our country and send you… <URL>	8	0	0	0	0	0	1
770428507344211968	Me: *barely touches my laptop's touchpad* Laptop: Zoom in 500%? Me: THE HELL? NO. Laptop: Oh! Zoom down to 5%! Me: NOOOOO.	2	6	0	0	0	0	2
193525151810338817	just realized this is the first time I'm going to the movies since seeing friends with benefits last summer...holy shit	0	3	4	1	0	0	3
649791919581712384	<USER> what in the unholy hell is going on? Does Bell have cooties?	2	5	1	0	0	0	2
730840377285038080	What a hell of a year it's been 😊	1	4	3	0	0	0	2
588902195816374275	<USER> is the queen. Bow the fuck down. #renewbackstrom	1	2	2	3	0	0	3
824076000787046404	#TeenWolf not gonna lie that lil claw shit he just did was sexy	0	0	2	6	0	0	4
409080492504272896	<USER> <USER> such as "OMG THAT BITCH" "OMG JUAN PABLO" "OMG HIS ABS" "OMG HIS EYES" "OMG HIS SMILE" #Eloquent	0	2	2	3	1	0	3
696557885371871232	<USER> you played a hell of a game. We are proud of all of you. You'll be back! We believe! #KeepPounding	0	0	1	0	7	0	5
2615875523	congrats to our twisted friend ted: 5000+ hits in one week for pooh in nam! congratulations on being sick as hell <URL>	0	0	1	0	6	1	5
767462719796580352	It isn't 'harmless'!! Elizabeth Smart on Kidnapping: ‘Pornography Made My Living Hell Worse’ <URL>	4	4	0	0	0	0	2
789321657039003648	Why the hell would a dude do his hair like this <URL>	0	8	0	0	0	0	2
231554989615632384	I wear a rolex around my penis so these bitches know what time it is!	1	1	2	2	1	1	3
690882851533950976	Angry Grandpa - PISSED About Twinkies! <URL> via <USER>	0	7	1	0	0	0	2
404984420009910272	It's a good time to be stubborn because I fucking HATE that piece of shit smark. Fuck his TNA.	7	0	0	0	0	1	1
529156501101768704	Kobe shoots the airball gets mad cuz you passed it to him, the next trip down the court is pissed that you don't pass it to him	0	4	4	0	0	0	3
780825384635904000	"If your daughters dumb enough to sit in shit all day that's her fault"	3	3	2	0	0	0	2
462775778367660033	Remember when it comes to matters of the heart, always follow your dick. #VinceMasuka #Dexter	0	2	4	2	0	0	3
184663311399399425	That last tweet was a good ass #QuoteOfTheDay #RealShit	0	0	1	5	2	0	4
464992500831109120	Jack Bauer is such a bad ass! So glad 24 is back. #24LAD	0	0	0	4	4	0	5
881724683393130498	Sticking your dick in a box of mozzarella sticks and shaking it around is gay	1	3	3	0	1	0	3
500136976444821504	<USER> hell yes!😂😂	0	0	0	5	3	0	4
589883060621025280	Review: Me and Earl and the Dying Girl by Jesse Andrews: “Also, what the hell does “weird… <URL>	0	2	6	0	0	0	3
537257549376913408	Yeah youre a bitch. Piss off.	3	5	0	0	0	0	2
545087126988394496	<USER> <USER> my dad just accused me of stealing his charger and so I got pissed at him and he took my keys, so I probably wont	2	5	1	0	0	0	2
310922842516643842	Aaaaaaand tomorrow the hell week begins. 😳😁 #dramakidprobz #beautyandthebeast	0	6	1	1	0	0	2
903439219	Okay, I give. Nature wins. I'm fleeing to Georgia for a few days. Damn you, Gustav!	0	5	3	0	0	0	2
610751437778329600	Funny as Hell, God I laughed ! <URL>	0	0	0	5	3	0	4
741372989564932096	<USER> <USER> if these 2 fucks dont leave ill be so angry	5	2	1	0	0	0	1
185092498245427200	Fucking pneumonia. This sucks ass.	5	3	0	0	0	0	1
147074433050361856	Ho Ho <URL>	0	1	5	0	0	2	3
350057696973701120	<USER> <USER> Got pissed <USER> because he's an ass &amp; probably intimidated. Seems he wasn't raised to respect women. #douche	2	6	0	0	0	0	2
595986753422565376	<USER> <USER> whatever is going on in ten years it's probably not gonna matter. Take some space and then work it the fuck out	1	4	3	0	0	0	2
923574477971222529	<USER> <USER> Shut up, go find some business you silly ass twat.	3	5	0	0	0	0	2
617563041308110848	Oh the hate is legit now. #bb17 #backdoorjeff #ass	1	6	1	0	0	0	2
8569948007829505	Just got the new Josh Groban cd at #Starbucks! Hell yes #I'mlame	0	0	1	3	4	0	5
592206810968412160	I'm a pretty damn good merch girl	0	0	1	5	2	0	4
863353997595475970	I KNOW DEMOCRATS R NOT AS RICH AS REPUBLICANS, BUT COMON PEOPLE. WHAT THE HELL IS WRONG WITH U?. WE'RE BEING SLAMMED BY THEM. FIGHT BACK!!!!	2	5	1	0	0	0	2
147115619505012737	<USER> Girl! I can barely take his childish ass on fb let alone on twitter! I would probably be at his door ready to fuck him up!	5	4	0	0	0	0	1
647346289626103808	<USER> damn man,didnt you guys just come off a tour???	0	1	8	0	0	0	3
611194708002385920	Damn it game of thrones..... Damn you.	0	8	1	0	0	0	2
115242096566337537	Thought I was screwed up until I spent a dollar on the church raffle and won a date with a whore.	0	5	2	1	0	1	2
837612883294969856	A Day Without Women Protest!?!?!? WTF!!! This world is insane! Get the fuck to work!	5	4	0	0	0	0	1
418425321562451968	HAPPY NEW YEARS EVERYONE!! Lets make 2014 a kick ass year!!	0	0	0	6	3	0	4
174884050325094400	"‘Do you receive Jesus as your Treasure?’ Not just Savior (everyone wants out of hell, but not to be..." <URL>	0	2	4	1	0	2	2
287409633537179648	<USER> since when do u DJ?! PLAY MY MASH-UPS BITCH!!! lol #checkoutmysoundcloudpage	1	0	7	1	0	0	3
551394435838119937	Why are parents so fucking bad at parenting	3	6	0	0	0	0	2
687114546759073792	Reaves is kicking everybody's ass!! #letsgoblues <USER>	0	0	1	5	3	0	4
721482449205612544	Watching this nigga tweet. <USER> <URL>	1	3	4	0	0	0	3
6458808633	global warming, my frozen ass!!	2	6	0	0	0	0	2
486899969400778752	<USER> Thank God! You're a damn idiot!	1	6	1	0	0	0	2
475461200168624128	<USER> damn hormones.....	1	6	1	0	0	0	2
9626319897	<USER> I really miss you too!! I quit the hospital yesterday, Wednesday is my last day. We need to go to Cracker Barrel and celebrate!	0	1	1	5	1	0	4
478687692512059392	<USER> hell yes!!!! I don't want you to miss any of the awesome snapchats I'm about to send you all next week! 🌴🌴🌴	0	0	1	2	5	0	5
521355623770767360	<USER> its going to be a hell of a damn time!!!	0	1	1	4	2	0	4
267493111989694464	I'm sick of jayhawk fans talking shit on our fball team! If u were a true jayhawk you'd have team spirit for all teams no matter what!!!	1	4	2	0	0	1	2
405095323791413249	<USER> where in the world is carp. if he's alive, tell him is miss the shit outta him.	0	0	5	3	0	0	3
213439291622293504	<USER> Haha I really hope you get there! But you have to be nice enough for them to follow you first &amp; then you can piss them off :)	0	3	1	5	0	0	4
498118799833726976	Interesting Shit That Happens In Front Of The Crib. #TradeSchoolFleaMarket <URL>	0	1	4	4	0	0	3
856988530542874628	FUCKING SHIT BRO😱 <URL>	1	3	4	0	0	1	2
706912090766725120	Can we still send <USER> to Big 12 Media days? One more kick ass interview would be awesome. <USER>	0	0	2	6	1	0	4
920504099505934337	This is why I'm not afraid to come up in y'all's mentions when y'all post some dubious shit <URL>	1	3	3	2	0	0	3
662403226935943168	So I burned my finger. Holy shit it really hurts	5	3	1	0	0	0	1
527263324103520256	shit	0	7	1	0	0	0	2
657279757592170496	<USER> <USER> <USER> <USER> wow, she seems really pissed!	0	4	4	0	0	0	3
668849359518175232	traveling to Lexington, Kentucky from Punta Gorda Airport <URL>	0	0	7	1	0	0	3
260436441044234240	<USER> whoa damn, that's me! lol &lt;3	0	1	1	5	1	0	4
28724024563	"No power of hell, no scheme of man can ever pluck me from His hand.... " Praise Him!	0	1	0	5	2	0	4
545324490113028096	<USER> Even got 12 year olds out here blocking a nigga.... yeezus christ. <URL> 😂😂😂😭	1	6	1	0	0	0	2
583126036247793664	Thank goodness Eddie can still play the hell out of that guitar. #Kimmel	0	1	2	2	3	0	3
238483378368811008	Chicago. Chicago. It's a hell of a town. <USER> Chicago Theatre w/ 2 others) [pic]: <URL>	0	0	5	1	2	0	3
154043530568933376	CHRIS JERICHO IS BACK!!!! <USER> #Raw hell yeah :)	0	0	1	2	5	0	5
479081813340475392	#HAHNoh shit one wakes up the other bout to take the long sleep !!! Omg	0	2	6	0	0	0	3
25367556613210112	oh fuck!!! i meant <USER>	0	6	2	0	0	0	2
807619507262869504	Damn. "Pentagon was spending almost a quarter of its $580 billion budget on overhead and core business operations" <URL>	0	2	6	0	0	0	3
642749225240010752	<USER> The Owl &amp; The Elephant, Life is Beautiful, Bayonettes, all Still my shit! Loving the new music too. Stay grinding!	0	0	0	5	3	0	4
560607435367645184	<USER> during the <USER> <USER> era a spinoff of #raw was created named #SmackDown after <USER> laying smackdown on your candy ass	0	2	5	1	0	0	3
924439905505304576	Ho ho WOAH! I could fly for FREE to see my family! <URL> <URL>	0	0	1	5	2	0	4
913079672187052034	<USER> <USER> Hell no lol southern states are red and somehow believe the south will rise again 😂😂😂	0	4	4	0	0	0	3
223224199332896768	<USER> <USER> I want a big ass roast beef but I'm thousands of miles away! #foodporn #hungrynow	0	1	5	2	0	0	3
744599124507430912	Break the Hell of addiction by taking that first step to ask for help. DM today for Life Coaching AND Interventions. #KillAddiction	0	0	3	3	2	0	3
261103147869679616	shaaktirules: Iron Man 3 → Who’s Who MANDARIN. &lt;3 Fucking finally. <URL>	0	3	3	1	0	1	2
828037003799363584	"When everyone knows you don't know shit about education but you know Voldemort has your back anyway." <URL>	1	3	4	0	0	0	3
713863687229083649	<USER> please tell me it was literally dragging you not dragging you in the other way... If it was, it was dragging you to Hell.	1	3	3	0	0	1	2
942463578103304193	The Viking defense is not fucking around today. I am excite. #skol	1	2	1	1	3	0	3
578896058094391297	"The first day of spring is one thing and the first spring day is another " -Henry Van Dyke	0	1	3	2	2	0	3
934582124073701376	<USER> One time Tortilla Squad ran to Hell (MI) and back!! And my dad always told me the tongue heals reall… <URL>	0	2	4	0	1	1	3
847220690	Moving all my shit to A2 Hosting.	1	1	6	0	0	0	3
311871759823536129	I swear, all my kids are spoiled... Even the damn dog...	1	4	2	0	0	1	2
943925297702948867	<USER> <USER> Yeah, Malcolm was a jackass in that show, but at least he didn't harass and smear people lmao.	1	2	4	1	0	0	3
378599953511088128	trying to pull me into your drama. Fuck that shit. you don't like a band member? too bad, were friends. Lick a dick bitch.	7	1	0	0	0	0	1
439856049101627392	That moment when you realize Hannibal's psychiatrist is in on THE WHOLE DAMN THING	0	1	3	1	2	0	3
482496690101170176	Mfw someone tells me I'm not "allowed" to do something -__- ......bitch I'm touching the stereo	2	4	1	0	0	0	2
943675743141163008	<USER> Damn. Need more mates. I literally was last on my squad(95% of the time happens). One other solo guy an… <URL>	1	5	1	0	0	0	2
266575821534285824	I swear on my iPod and huge collection of music, if you don't stop being so fucking happy I'm going to kill you!	3	2	2	0	0	0	2
904799395195092994	Televangelist Joel Osteen Says More Stupid Sh*t About Hurricane Harvey | Crooks and Liars <URL> via <USER>	2	4	1	0	0	0	2
859501848256016384	Sean Connery vs the Cock : ) #TheEllenShow <USER>	0	2	2	3	0	0	3
914852398836760576	Now this is a group of ass kickers! <URL>	0	1	0	5	1	0	4
259669070146842624	Share? <USER> Damn this cherry pie is wonderful !!!!”	0	1	0	2	4	0	5
633080887177904129	Am I the only one who doesn't care if certain words are being said in a song? They're just fucking words. <USER> you do you.	1	3	3	0	0	0	2
368453138661261312	I'm watching 2010: Moby Dick on Syfy. Come and join me on zeebox!	0	0	2	6	0	0	4
455218597108133888	I just wanted the numb inside me to leave No matter how fucked you get theres always hell when you come back #BMTH <URL>	3	4	1	0	0	0	2
258381981358882816	<USER> Both Kentucky and North Carolina play in gymnasiums named after Kansas alums. Rock Chalk. #30for30” damn strait!	0	1	1	6	0	0	4
435944612793155585	My own special hell just happened bc 5SOS isn't touring anywhere near me AND I'M SO SAD 😭 <USER> <USER> <USER> <USER>	2	6	0	0	0	0	2
788924757538471936	This guy is bat shit crazy😳	3	4	0	1	0	0	2
572205743476228096	<USER> Lin Piddington did not mean harm... you call us bitches all the time.	0	5	3	0	0	0	2
355434095330861058	<USER> 😂😂😂 bitches tryn go out places with me ...no no no you were only a school friend 👐 see you in August ☺"	1	7	0	0	0	0	2
305383774001172480	Cracker Barrel with my daddy today!	0	0	0	5	3	0	4
115515439148302336	<USER> <USER> kick their fucking ass..i always find you fucking funny to laugh at when your on the should.	1	2	1	4	0	0	4
778790443962265600	<USER> <USER> #tweets4toys he can't ho nowhere without it <URL>	0	1	7	0	0	0	3
59738485833207808	Someone tell pau that this is the playoffs. Cant believe I woke up for this shit	2	4	2	0	0	0	2
251819730833387520	'The Selling' was a funny fucking ghost movie!	0	1	1	3	3	0	2
396292421975146496	tits and ass, had the bingo bongos done #np	0	2	4	1	0	1	3
729097357661372416	<USER> <USER> <USER> it's a fucking game Jaryd. Get over it! It's over.	2	6	0	0	0	0	2
477885418554535936	I'm really fuckin pissed off	6	2	0	0	0	0	1
784890011535695876	<USER> <USER> apologized sincerely has Hilary ever apologized for anything hell no! Were all human but she put our country at	1	7	0	0	0	0	2
218909247130447872	<USER> Me: Ok just need one more... Kid: BINGO!!! Me: NO SHUT UP MOTHERFUCKIN CHEATER!” ...this fits me to the t.	2	6	0	0	0	0	2
679684458107301888	<USER> he didn't say that. There's a video from a different angle of the exact moment but in hq. He says I said Erin you little shit	0	6	2	0	0	0	2
711089519454511104	Love is like a fart. If you have to force it then it's probably shit. #joke #lol #funny <URL> <URL>	0	0	5	3	0	1	3
492583855178514432	WHAT THE HELL WEATHER I need to sleep but my room is super bright thanks to lightning and all of a sudden hail just bombarded the roof.	1	7	1	0	0	0	2
629457346608164864	OK whoever caused Tim to resort to cursing is on my shit list! #ProjectRunway	1	7	1	0	0	0	2
650112921582698496	<USER> where's my damn shrimp#EndlessReasonsContest	0	8	1	0	0	0	2
564875048595771393	I'm convinced hell looks a lot like the Fort Mill DMV.	0	7	2	0	0	0	2
496138517576421377	Thank god for computers but like why do the ones in my house just turn to complete shit?	1	6	2	0	0	0	2
836648067629711360	<USER> thanks for charging me for next day shipping (before 5pm) and not delivering it the next day. #PISSED	5	4	0	0	0	0	1
792106914737946624	Irony alert: moderator removes all 3 of my comments regarding column on why professor curses in class. Damn! <URL>	2	1	5	0	0	1	3
303040488800387072	You can't see it but this is what your face looks like when your brother in law is trying to put his ass… <URL>	1	4	4	0	0	0	2
285470990547419136	I don't get pussy whipped, eye whips pussy!!! Bang bang bang bang!!!! <URL>	1	0	2	2	0	1	2
430922614035333120	If <USER> doesn't win it all, I'll be pissed. #BGASB2	0	3	2	1	0	0	2
50570956732776449	If you need to talk on your phone go outside and same goes for the library! this girl is always on her damn phone. #imtryingtostudy	2	3	1	0	0	0	2
292760930863943680	<USER> <USER> <USER> This shit is absurd/nasty/exceedingly lame. #Rieffcatchphrase	2	4	0	0	0	0	2
934208033462333440	<USER> noah getcha dumbass on the replies and look at this drawing my mans	0	2	3	0	0	1	3
692297342125490177	<USER> <URL> fuck"!	1	2	3	0	0	0	3
297566929810509824	<USER> a little pissed, but mostly I expected it.	0	4	2	0	0	0	2
790331264171663360	<USER> <USER> <USER> Winners &amp; Losers let us shotgun Miller Lite pounders - that fucking city is the best	0	0	2	3	1	0	4
1679999467	Damn pens need to get it together	0	4	2	0	0	0	2
533328559419314176	I have completed the quest 'Repair Jamboa`s ho...' in the #windows game The Tribez. <URL> #windowsphone, #gameinsight	0	0	5	1	0	0	3
384448584541696000	Watch Children Cover The Shit Out of Tool’s ’46 &amp; 2′ <URL> via <USER>	0	3	3	1	0	1	2
14710896932	This world doesn't seem to be coming to much of anything, but its going to hell.	3	4	1	0	0	0	2
2661779729	Sometimes you need to hoe up or blow up	0	5	3	0	0	0	2
197892532598870016	<USER> how the hell can you be a walking around adult in the music industry and not have heard Alex chiton and the boxtops. The Letter	0	4	4	0	0	0	3
710179149307105280	<USER> the fuck did you do	4	4	0	0	0	0	2
357531977588539394	<USER> She also ruined my lunch. Damn her.	2	6	0	0	0	0	2
682792184320376833	Fuck this	5	3	0	0	0	0	1
609124509589864449	What are your go-to diaper bag essentials that you absolutely can’t leave the ho... #johnsonsbabypartners #sponsored <URL>	0	1	5	0	1	1	3
324361983908536320	<USER> another case of a GOP Senator who doesn't know her ass from her elbow.	3	4	1	0	0	0	2
621746006149984256	<USER> damn	1	5	2	0	0	0	2
608838235360473088	<USER> I just re-read the article and I think you're right! Damn! They tricked me thinking this category was until the 25th! :(	0	6	1	1	0	0	2
468943760567828480	Aw snap... Next season is gonna be some real shit! #InkMaster #Season5 #Rivals <USER> <USER>	0	0	0	6	2	0	4
336322695740391425	Quote of the nite: those naked guys in the trash bags were talking about ur ass. #thingsfubsays	0	1	5	2	0	0	3
356819170974896130	So I guess since we aren't talking anymore, its time to do what should have been done a long ass time ago. #SucksForYou	0	7	0	1	0	0	2
303729350908461056	All this eating right and working out and other healthy shit may just be the death of me. Just sayin	0	1	5	2	0	0	3
413016852525113344	I only started tweeting because I'm an instaGC point whore. Use my referral link! <URL> #instagc #promotionalcrapforpoints	0	1	4	3	0	0	3
153339499684958208	Goodbye 2011....the roughest year of my fucking life, but Thank God I got through it :) #2012!	3	4	0	1	0	0	2
621857834200862720	Drinking a Hell or High Watermelon by <USER> <USER> Hodges Farm at Mt Pleasant — <URL>	0	1	5	2	0	0	3
31948746870751232	Yes! Achievement Unlocked! Just beat Hell on Cave Story in under 5 minutes! No idea if I could do it in under 4, though...	0	0	0	4	4	0	5
4462952606	Waiting for pages... Ho hum...	0	2	6	0	0	0	3
345703994263470080	Lesson #1 of crisis travel: Hang up (nicely) and call back to get a customer service agent who gives a damn. Thanks <USER> for that one.	2	5	1	0	0	0	2
910313256375472128	Yell like hell is taking me back to my competitive cheerleading glory days but boy did I forget how exhausting it was 😴🎀	0	1	2	4	1	0	4
314067487627038720	<USER> Fuck you, bitch! You need to ask my permission before doing this parody! Moxo al max.	7	1	0	0	0	0	1
232184312194273280	FYI beating a newbie is fine. Laughing about it with your friend in earshot of said newbie makes you a dick. #mtg	3	5	0	0	0	0	2
342675951315980291	Get a Free Bag of CRACKER JACK'D Snacks! <URL>	0	2	2	1	3	0	3
696930710188335104	<USER> I think that goes for everyone. Who hasn't cuddled that attention whore?	3	5	0	0	0	0	2
6503761817	DIAL-A-RIDE is hi-jacking this oldlady for $.50!!!! WHAT THE FUCK HAS THIS WORLD COME TOO!!!!! <URL>	3	5	0	0	0	0	2
880963091	What the hell was apple thinking with the iphone NDA.	1	5	2	0	0	0	2
215718199017226240	Damn everyone went to sleep fast	0	3	4	1	0	0	3
2512127319	Roommates are being loud now i'm awake FUCK ~Maryz Eyez~	1	6	1	0	0	0	2
295016044345577472	Damn you tranzit!!!! All I want is round 50! #ownedbygettingstuckonfece #tranzit #blackops2 <URL>	1	5	2	0	0	0	2
515635880380616704	<USER> <USER> I fuck with you guyssss	0	3	2	2	1	0	3
674032006183919617	I may hate my job but it's so cool of you to only give me 3 fucking days with Christmas so close.	4	3	1	0	0	0	1
626804037195833344	Guy In Philosophy Class Needs To Shut The Fuck Up <URL> via <USER>	7	0	1	0	0	0	1
697451782075609088	Like I said before everytime TTB drop something that shit bang <USER> that for my homies bang <USER> them labels sleepin on yall	1	0	2	3	0	2	2
467460433780035584	"Change your twitter pic. It's creepy. You look like Santa's hoe elf". And other important lessons from my sister <USER>	5	1	2	0	0	0	1
552321646288465920	<USER> Scroll Down ㅤㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤㅤ Keep Scrolling ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ Almost There ㅤ ㅤ ㅤ ㅤ Fuck you” <USER>	3	4	0	0	0	1	2
909764181099937792	<USER> They played like shit. I know they can do better.	0	6	2	0	0	0	2
691331905430642688	<USER> <USER> Said useless bitch saved Sasuke's life once in the Land of Tea arc.	0	4	3	1	0	0	2
657395353180872708	When will this kind of cowardly, perverted, disgusting bullshit ever stop?! <URL>	5	2	0	1	0	0	1
583328680895614977	<USER> Haters... <URL> this is why I fuck with chance <USER>	0	5	1	0	0	2	2
893125766136946689	You Don't support trumps immigration policy reform. then your asses will be forced out of your political seats. #RemoveTheFakeAssRepublicans	4	4	0	0	0	0	2
637012792583716865	Report: Speaker John Boehner Called Ted Cruz 'Jackass' at Fundraiser - Breitbart <URL> via <USER>	1	2	5	0	0	0	3
56557484353138688	<USER> damn u stick your head out and bark at people lol down boy yeah go for a walk zak and make sure u pick up ur droping	2	5	0	0	0	1	2
893900983545327616	In Case You Missed It, Last Night Joe Walsh Crashed Late Night TV And Tore The Damn House Down <URL>	0	0	2	4	2	0	4
798699757099053056	Flamin hot Munchies are the definition of "the shit".	0	0	1	3	4	0	5
413757234267848704	Cried like a bitch “Loving me is not a fetish; finding me beautiful is not a novelty.” — <USER> via <USER> <URL>	1	1	3	2	1	0	3
22427430513	Why the hell am I up this early AGAIN?!	2	4	2	0	0	0	2
825005671238291457	<USER> Unless it's Terry McGinnis or Dick Grayson	0	0	8	0	0	0	3
160226645565915137	"You break it, you buy it." Hell no. I break it, slowly leave it there & awkwardly walk away. ;o	1	4	3	0	0	0	2
455501347136491520	front camera is shitty and has always been shitty.	5	3	0	0	0	0	1
5957100955	I just had candy for lunch and I'm going to watch anime and eat Haggen Daz with my cat. I f*cking love being an adult.	0	0	0	4	4	0	5
599335873092710400	#BigBrother what a load of shit!!!! 👊👊👊	5	3	0	0	0	0	1
616748800078675968	<USER> lmao hell yeah	0	0	1	6	1	0	4
659186624706822144	15 year old with sunshine in your name saying damn xD but you're totally right! <URL>	0	0	1	7	0	0	4
620077720425226240	Happy birthday to the boisterous bitch in the blue <USER> 🎉 <URL>	1	1	1	3	1	1	3
267052726830133249	Swam 800 without stopping today. That's a half mile, bitches! <USER> USA Athletic Club &amp; Spa) <URL>	0	0	0	4	4	0	5
631359334333612032	I've got more wit, a better kiss, a hotter touch, a better fuck, than JOHN CENA	0	2	2	4	0	0	4
407332789747339265	If anyone talks to me tonight there is a 98% chance I will be a bitch.	6	3	0	0	0	0	1
405195000696549376	Damn! <USER> just killed that Etta James Classic. Incredible Job! 🎶🎤#VoiceTop8 #teamadam <USER>	0	0	0	3	6	0	5
467936760824336384	<USER> hoe	4	5	0	0	0	0	2
861789129117495297	I don't think I've ever bought a perfume this quick. This stuff is the shiznit. Loveee it.😍 <URL>	0	1	0	2	6	0	5
419990526373675008	This whole cleaning thing I've been doing for the past three hours is going really well. And by well I mean piss poor	0	8	1	0	0	0	2
558079255377367040	<USER> im definitely down with that, i'd grab my dick everytime he scores lol	0	1	5	2	1	0	3
922607391342030848	<USER> damn when did olivia nuzzi join pussy riot	0	2	6	0	1	0	3
767269403842875392	<USER> doing this will always make you feel like you have your shit together. (Even if you really, really don't.)	0	1	5	2	1	0	3
638887832640192512	My gecko Vanilla twitches her tail whenever she hunts crickets. It's. So. Fucking. Cute.	0	0	0	7	2	0	4
179031978509746177	<USER> damn good episode tho. One more:( but true blood is only 3 months away!	0	0	0	4	4	0	5
490252616635392000	I just got hot wing Doritos in my eye and it burned like hell. 👀🔥	1	4	3	0	0	0	2
802999442773340164	<USER> I did this with a lighter once 😭 damn 3 wicks	0	4	3	0	0	1	2
13278535316	No M|f Worriesz Stay The Fuck out my Liife !	5	3	0	0	0	0	1
428340400022368256	Literally haven't been this pissed in so long	4	3	1	0	0	0	1
510654657266745346	&amp; if everybody stop being so damn defensive &amp; just read then maybe Y'all would understand what he saying.	2	3	3	0	0	0	2
567484741037719552	Alana Evans fucks Tiffany Mynx's real-life son (Scott Frost) - <URL> <URL>	1	0	6	0	0	1	3
897561827327918080	<USER> <USER> Fascist, soulless piece of shit!	6	2	0	0	0	0	1
541072967636373506	<USER> If by special you mean stupid as shit libidiots just looking for just anything to give them a hate-on, then yes, special.	5	3	0	0	0	0	1
627680868107055104	I'm damn beautiful in my own way #imthatbitch	0	0	2	3	3	0	2
816144413617487872	Playing against #7 OU and the Big 10 biased refs with our piss poor offensive staff has decided this game	4	4	0	0	0	0	2
263650267864629248	This Shit Never Fails With Yuh; So Over.It!	4	4	0	0	0	0	2
501541344331173889	Photoset: ethically-wrong: mmmmbeefy96: grandhowler: Dude holy shit. this is on a whole new level of... <URL>	1	2	3	0	0	2	2
558431335233368066	<USER> Damn those are some nifty rocks. Thank you!	0	0	0	4	4	0	5
835859208981598209	<USER> damn it Joan someone died	3	4	0	1	0	0	2
8502436331	Ah what a shitty morning - literally! Ha!	1	5	2	0	0	0	2
69134863109865472	"Heaven is not a place for people who are afraid of hell, but for people who love God." - <USER> #Cat11 #fb	0	0	4	4	1	0	3
8660679276	Jus overheard "if that bitch was in my crib I woulda smacked her..real talk" ...I didnt kno people actually sed 'realtalk'... Im glad the do	2	3	3	0	0	1	2
625726167899852800	<USER> How can I write in to PotP without signing up for the Soundcloud bullshit?	0	5	4	0	0	0	2
26219002627	<USER> That is kinda sad, lol. My day has only gotten worse. I'm pissed off beyond belief. Thank god Florida-Alabama game is on tv :)	2	2	3	2	0	0	2
407934781515505665	<USER> I've waited so damn long for Robin to come home to her family! patrick BETTER chose her! Emma already did &lt;333	0	2	3	3	1	0	3
225029259192832000	<USER> yeah she's really cute when she's pissed and confused at the same time	1	1	3	4	0	0	3
418817236481376256	Like some females will do anything for some dick	1	5	3	0	0	0	2
285617059398823936	Obama: One Big Ass Mistake America!!! <URL> via <USER>	6	2	0	1	0	0	1
473639692340965376	Watching a story on sherlock holmes on oeta..... Thats one bad sum bitch! #sherlock...homey	0	3	0	3	1	0	3
648584928175738881	Why is everything with my school so damn last minute	0	7	0	0	0	0	2
19036099655	LUSH featured on Double Oscar and Double Grammy Winner AR Rahmans Jai Ho Tour <URL>	0	1	2	4	0	0	4
31889803523919873	<USER> received her Hell ticket today after laughing at people with tourettes on Tv	4	3	0	0	0	0	1
536041806782537728	This show may be wacky and silly most of the time, but damn that double mother/daughter fight was the most real thing I've ever seen on TV	0	1	0	4	2	0	4
538886799548899329	Back in the hell hole 😒 #highschool	4	3	0	0	0	0	1
886666468439592961	<USER> I fucked that up. Twice. 😒	3	4	0	0	0	0	2
512736734749016064	I think some people just wake up and say "I think I'll be a pissy bitch to everyone today, or everyday".	3	4	0	0	0	0	2
673356416057540608	Damn I really wish we could not let them score anymore!	0	6	0	1	0	0	2
613142449263890432	<USER> damn, that is a bummer, weird must have been an off night for them	0	6	1	0	0	0	2
598139143902928896	Why the hell are you giving me a study guide if you're going to ask me stupid things that you didn't even teach me	4	3	0	0	0	0	1
393438960086945792	<USER> lmaooo nigga I work with kids	2	1	4	0	0	0	3
604010705734344704	I'm pissed at my laptop like 96% of the time	1	6	0	0	0	0	2
801584305415815168	Is it me, or does the guy on the left look like Mick Jagger <URL>	0	0	4	3	0	0	3
734824076682788865	Report: Nobody Fucking Cares <URL> via <USER>	2	5	0	0	0	0	2
535846225581314048	Is today over. What in the balls is making everyone so bitter about on a fucking Friday	3	3	0	1	0	0	2
567000804553281537	<USER> <USER> <USER> yeah um, the fluoride fear mongering is a load of horse shit. #biochemist	2	2	3	0	0	0	2
590153933680730114	ewinky fell and broke her damn phone <URL>	0	4	3	0	0	0	2
865962020184760320	"bitch ion believe in god, you stupid hoe" IM SO WEAK 💀 <URL>	2	2	1	0	0	2	1
791703599583592448	<URL> this bitch finally got arrested XD	1	4	2	0	0	0	2
